"","X","id","scenario","decider","acceptance","agreement","importance","age","gender","duration","trust","voter_influence","big5_agreeableness","big5_extraversion","big5_neuroticism","big5_conscientiousness","big5_openness","date_time","last_access","swing_voter","voting_intention","voting_pref","voting_pref_strength","one_party"
"1002",1002,148,"nuclear_energy","referendum",0.666666686534882,4,4,66,"male",728,1.33333337306976,"almost no influence",4,3.5,1,3.5,5,"2011-03-18 09:19:23","2011-03-18 09:31:31",1,"SPD","SPD",3,1
"1003",1003,650,"nuclear_energy","party general",0.333333343267441,3,3,46,"female",596,1,"some influence",3.33333325386047,4,3.5,4,4.5,"2011-03-21 19:35:10","2011-03-21 19:45:06",1,"CDU","CDU",3,1
"1004",1004,561,"central_exam","CDU",0.333333343267441,3,3,44,"female",515,0.333333343267441,"some influence",3.66666674613953,3,4,3,3,"2011-03-21 14:37:50","2011-03-21 14:46:25",0,"Greens","SPD",3,1
"1005",1005,806,"central_exam","party general",0.666666686534882,3,4,49,"female",834,-0.666666686534882,"strong influence",3.33333325386047,2,3,5,2,"2011-03-22 19:08:39","2011-03-22 19:22:34",0,"CDU","CDU",3,1
"1006",1006,662,"religious_education","CDU",0.833333313465118,3,4,25,"male",491,1,"some influence",4,3,2,5,3,"2011-03-21 20:21:14","2011-03-21 20:29:25",0,"CDU","CDU",4,1
"1007",1007,176,"religious_education","party general",0.333333343267441,3,3,45,"female",587,1,"some influence",4,3.5,2,4,4,"2011-03-18 11:27:49","2011-03-18 11:37:36",0,"SPD","SPD",4,1
"1008",1008,176,"central_exam","party general",0.333333343267441,3,3,45,"female",587,1,"some influence",4,3.5,2,4,4,"2011-03-18 11:27:49","2011-03-18 11:37:36",0,"SPD","SPD",4,1
"1009",1009,657,"nuclear_energy","CDU",-0.666666686534882,4,5,23,"male",729,0.666666686534882,"almost no influence",3.66666674613953,4.5,3,4,3.5,"2011-03-21 19:57:31","2011-03-21 20:09:40",1,"Pirate Party","other",4,1
"1010",1010,144,"nuclear_energy","party general",-0.5,3,4,22,"female",433,-0.333333343267441,"almost no influence",3,1.5,4,3,3,"2011-03-18 08:51:54","2011-03-18 08:59:07",1,"Pirate Party","other",1,0
"1011",1011,697,"religious_education","CDU",0.666666686534882,3,4,42,"female",541,1,"don't know",2.66666674613953,3,3.5,4.5,3.5,"2011-03-22 06:46:08","2011-03-22 06:55:09",0,"CDU","CDU",5,1
"1012",1012,779,"religious_education","SPD",0.5,4,5,48,"male",973,0.333333343267441,"strong influence",3.66666674613953,3,2.5,4,3,"2011-03-22 16:52:30","2011-03-22 17:08:48",1,"Greens","Greens",4,0
"1013",1013,700,"nuclear_energy","referendum",-0.333333343267441,3,4,46,"female",773,0.333333343267441,"some influence",3.33333325386047,4,3.5,3.5,2.5,"2011-03-22 07:14:07","2011-03-22 07:27:00",0,"CDU","CDU",3,1
"1014",1014,121,"central_exam","experts",0.333333343267441,3,3,63,"male",820,0.333333343267441,"almost no influence",3,5,1,4.5,5,"2011-03-17 22:07:53","2011-03-17 22:21:33",NA,"I would not vote","other",3,0
"1015",1015,840,"central_exam","experts",0.333333343267441,3,3,44,"female",265,0.666666686534882,"some influence",3.66666674613953,3,4,3,2.5,"2011-03-23 08:37:51","2011-03-23 08:42:16",0,"SPD","SPD",3,1
"1016",1016,772,"central_exam","experts",1,4,5,41,"female",1660,-0.666666686534882,"some influence",3,2,5,4,5,"2011-03-22 16:16:05","2011-03-22 16:43:45",1,"Pirate Party","other",5,1
"1017",1017,831,"central_exam","SPD",0.666666686534882,4,5,50,"male",332,1,"almost no influence",2.33333325386047,4.5,3,5,4.5,"2011-03-23 07:13:50","2011-03-23 07:19:22",1,"Greens","Greens",3,0
"1018",1018,430,"nuclear_energy","referendum",0,4,5,58,"female",606,1.33333337306976,"strong influence",3.66666674613953,3.5,1,5,4,"2011-03-19 11:27:54","2011-03-19 11:38:00",0,"CDU","CDU",4,1
"1019",1019,851,"central_exam","party general",0.333333343267441,4,2,50,"male",1040,1.33333337306976,"some influence",3.66666674613953,4,2,4,4,"2011-03-23 09:42:20","2011-03-23 09:59:40",1,"SPD","SPD",3,1
"1020",1020,41,"nuclear_energy","SPD",1,4,5,29,"female",491,0,"some influence",3.66666674613953,2.5,4.5,4,4,"2011-03-17 16:51:16","2011-03-17 16:59:27",0,"SPD","SPD",5,1
"1021",1021,401,"religious_education","SPD",0.666666686534882,3,3,49,"male",529,-0.666666686534882,"strong influence",2.33333325386047,3.5,2,5,4,"2011-03-19 06:46:21","2011-03-19 06:55:10",0,"CDU","CDU",5,1
"1022",1022,485,"religious_education","party general",0,4,1,40,"male",439,1.33333337306976,"almost no influence",3.66666674613953,4,1.5,3.5,2.5,"2011-03-20 11:46:43","2011-03-20 11:54:02",1,"I would not vote","SPD",2,0
"1023",1023,402,"religious_education","referendum",0.16666667163372,3,2,61,"male",740,0,"some influence",3,3,3.5,4.5,3,"2011-03-19 06:57:31","2011-03-19 07:09:51",1,"CDU","CDU",3,1
"1024",1024,264,"central_exam","referendum",-0.16666667163372,3,2,27,"male",458,1.66666662693024,"some influence",3.66666674613953,2,2.5,3,4,"2011-03-18 13:58:02","2011-03-18 14:05:40",1,"SPD","no favoured party",0,0
"1025",1025,66,"central_exam","party general",-0.333333343267441,3,3,45,"female",306,0.666666686534882,"don't know",2.33333325386047,3.5,3,3.5,2,"2011-03-17 17:57:58","2011-03-17 18:03:04",NA,"CDU","CDU",3,0
"1026",1026,326,"religious_education","SPD",0.5,3,2,61,"male",710,0.333333343267441,"some influence",4,1.5,2,4.5,3.5,"2011-03-18 16:56:50","2011-03-18 17:08:40",0,"SPD","SPD",5,1
"1027",1027,630,"religious_education","CDU",0.666666686534882,4,4,26,"male",370,0,"some influence",2.33333325386047,5,3,4.5,3,"2011-03-21 18:41:39","2011-03-21 18:47:49",1,"SPD","SPD",3,0
"1028",1028,140,"central_exam","CDU",0,3,2,49,"male",551,-0.333333343267441,"some influence",2.33333325386047,3.5,3.5,3.5,2,"2011-03-18 08:38:51","2011-03-18 08:48:02",1,"Greens","SPD",3,0
"1029",1029,394,"nuclear_energy","referendum",0.666666686534882,3,5,35,"male",488,0,"strong influence",3.66666674613953,2.5,2.5,3,2,"2011-03-19 00:38:35","2011-03-19 00:46:44",1,"SPD","SPD",3,1
"1030",1030,828,"nuclear_energy","CDU",-0.16666667163372,3,4,40,"female",2280,1,"almost no influence",3.66666674613953,3.5,3,4,4,"2011-03-23 05:48:54","2011-03-23 06:26:54",0,"SPD","SPD",3,0
"1031",1031,41,"central_exam","SPD",0.666666686534882,3,5,29,"female",491,0,"some influence",3.66666674613953,2.5,4.5,4,4,"2011-03-17 16:51:16","2011-03-17 16:59:27",0,"SPD","SPD",5,1
"1032",1032,478,"central_exam","referendum",-0.5,3,2,43,"male",241,1.33333337306976,"almost no influence",2,3.5,3,3.5,3,"2011-03-20 10:02:43","2011-03-20 10:06:44",1,"CDU","CDU",5,1
"1033",1033,317,"nuclear_energy","experts",0.333333343267441,3,4,42,"male",1484,1.33333337306976,"some influence",4.33333349227905,3,2.5,4,3,"2011-03-18 16:37:39","2011-03-18 17:02:23",1,"REP","DVU/REP/NPD",4,1
"1034",1034,230,"nuclear_energy","CDU",1,4,5,52,"female",846,1,"almost no influence",4,4.5,3.5,4,4.5,"2011-03-18 13:00:02","2011-03-18 13:14:13",1,"Left Party","Left Party",4,1
"1035",1035,600,"religious_education","experts",0.5,3,4,35,"female",1446,-0.666666686534882,"almost no influence",2.33333325386047,2,3.5,3,5,"2011-03-21 17:28:04","2011-03-21 17:52:10",0,"Greens","Greens",3,1
"1036",1036,406,"religious_education","SPD",-1,4,3,62,"female",902,1.33333337306976,"strong influence",3.66666674613953,3.5,2,4.5,5,"2011-03-19 07:40:56","2011-03-19 07:55:58",0,"FDP","FDP",4,1
"1037",1037,166,"nuclear_energy","SPD",0.5,4,3,41,"female",411,1.66666662693024,"strong influence",4.33333349227905,2.5,3,4.5,4.5,"2011-03-18 11:02:03","2011-03-18 11:08:54",0,"SPD","SPD",4,1
"1038",1038,122,"religious_education","experts",0,4,4,49,"male",656,2.33333325386047,"strong influence",2.66666674613953,4.5,3,3,5,"2011-03-17 22:08:46","2011-03-17 22:19:42",1,"Greens","Greens",3,0
"1039",1039,602,"central_exam","SPD",0.666666686534882,4,3,65,"male",646,0.666666686534882,"some influence",2.66666674613953,3.5,3,4,3,"2011-03-21 17:29:44","2011-03-21 17:40:30",1,"Free Voters","other",3,0
"1040",1040,465,"central_exam","CDU",0.666666686534882,3,3,41,"female",430,0.666666686534882,"almost no influence",3,5,1,5,3.5,"2011-03-19 20:08:17","2011-03-19 20:15:27",1,"Free Voters","SPD",2,0
"1041",1041,857,"central_exam","party general",0.666666686534882,3,2,43,"female",399,1,"some influence",3.66666674613953,4,2,4,2.5,"2011-03-23 10:15:27","2011-03-23 10:22:06",1,"CDU","no favoured party",0,0
"1042",1042,270,"central_exam","SPD",1,4,4,60,"male",480,0,"some influence",3,2,2,4,4,"2011-03-18 14:26:40","2011-03-18 14:34:40",1,"Pirate Party","other",3,0
"1043",1043,628,"religious_education","referendum",0.333333343267441,4,3,43,"male",466,0.333333343267441,"almost no influence",2,2.5,1,3.5,1.5,"2011-03-21 18:29:41","2011-03-21 18:37:27",0,"REP","DVU/REP/NPD",5,1
"1044",1044,680,"religious_education","SPD",0.666666686534882,4,2,45,"male",995,0.333333343267441,"don't know",4,3,2.5,3.5,2,"2011-03-21 21:53:11","2011-03-21 22:09:46",0,"CDU","CDU",4,1
"1045",1045,263,"nuclear_energy","experts",0.666666686534882,4,4,29,"female",581,0.666666686534882,"some influence",3,4,3.5,3.5,4,"2011-03-18 13:57:23","2011-03-18 14:07:04",0,"Greens","SPD",4,1
"1046",1046,603,"religious_education","referendum",-0.833333313465118,3,3,33,"male",297,1,"some influence",3.66666674613953,3.5,4,3.5,4.5,"2011-03-21 17:29:50","2011-03-21 17:34:47",1,"Pirate Party","no favoured party",0,0
"1047",1047,740,"central_exam","experts",-2.66666674613953,4,5,45,"female",790,1,"some influence",3,4,2.5,4,5,"2011-03-22 12:56:32","2011-03-22 13:09:42",1,"REP","DVU/REP/NPD",4,0
"1048",1048,395,"nuclear_energy","SPD",0,4,4,52,"female",625,1,"some influence",3,2.5,4,3.5,3,"2011-03-19 01:07:41","2011-03-19 01:18:06",0,"SPD","SPD",3,1
"1049",1049,611,"central_exam","experts",0.333333343267441,3,1,23,"female",644,0.333333343267441,"some influence",2.66666674613953,3.5,4,4,4.5,"2011-03-21 17:45:27","2011-03-21 17:56:11",1,"Left Party","Left Party",4,1
"1050",1050,188,"religious_education","experts",0.666666686534882,3,3,63,"male",865,0.666666686534882,"some influence",2,4,3.5,5,4.5,"2011-03-18 11:36:14","2011-03-18 11:50:39",1,"Greens","Greens",3,1
"1051",1051,180,"religious_education","CDU",1,4,5,33,"male",462,0.666666686534882,"some influence",3.33333325386047,4.5,3,4,4,"2011-03-18 11:32:52","2011-03-18 11:40:34",0,"SPD","SPD",4,1
"1052",1052,288,"nuclear_energy","SPD",0.333333343267441,3,2,28,"female",859,0.333333343267441,"some influence",3,4.5,2.5,4.5,5,"2011-03-18 15:16:27","2011-03-18 15:30:46",0,"CDU","CDU",3,1
"1053",1053,492,"central_exam","party general",1,4,5,49,"female",1121,1,"some influence",2.66666674613953,4.5,2.5,3.5,3.5,"2011-03-20 13:00:56","2011-03-20 13:19:37",1,"Pirate Party","CDU",3,0
"1054",1054,179,"religious_education","party general",0.333333343267441,4,5,56,"female",440,1,"strong influence",4.66666650772095,4.5,1.5,5,4.5,"2011-03-18 11:32:24","2011-03-18 11:39:45",0,"CDU","CDU",4,1
"1055",1055,383,"religious_education","experts",-0.666666686534882,3,2,46,"female",532,0.333333343267441,"almost no influence",3.33333325386047,2.5,3.5,4,4.5,"2011-03-18 22:10:23","2011-03-18 22:19:15",0,"Left Party","Left Party",4,1
"1056",1056,872,"central_exam","SPD",0.5,3,3,54,"male",944,0.333333343267441,"strong influence",2.66666674613953,4,1.5,3,3,"2011-03-23 12:45:55","2011-03-23 13:01:39",0,"SPD","SPD",5,1
"1057",1057,452,"central_exam","SPD",0.16666667163372,3,3,53,"male",847,1,"some influence",2.66666674613953,2.5,3,4,3.5,"2011-03-19 16:14:43","2011-03-19 16:28:50",1,"Free Voters","SPD",4,1
"1058",1058,285,"religious_education","party general",-1.66666662693024,4,5,23,"female",407,0,"almost no influence",3.66666674613953,3,3,3,3,"2011-03-18 15:13:49","2011-03-18 15:20:36",1,"SPD","SPD",3,1
"1059",1059,597,"central_exam","experts",0.16666667163372,3,2,31,"male",445,0.666666686534882,"almost no influence",3.66666674613953,2,3.5,2,1.5,"2011-03-21 17:18:36","2011-03-21 17:26:01",1,"Free Voters","other",2,0
"1060",1060,99,"religious_education","CDU",0.16666667163372,3,1,22,"female",877,1.33333337306976,"some influence",4,2.5,2.5,4,3,"2011-03-17 20:11:32","2011-03-17 20:26:10",0,"Greens","Greens",4,1
"1061",1061,258,"central_exam","referendum",0.5,3,4,50,"female",745,0,"some influence",3.33333325386047,2.5,4,3,3,"2011-03-18 13:47:59","2011-03-18 14:00:29",1,"Greens","Greens",4,1
"1062",1062,625,"nuclear_energy","experts",0.833333313465118,4,4,44,"male",884,0,"some influence",2.33333325386047,2.5,3.5,3.5,3,"2011-03-21 18:27:03","2011-03-21 18:41:47",1,"Pirate Party","other",3,0
"1063",1063,90,"nuclear_energy","CDU",0.16666667163372,3,1,38,"female",567,1,"almost no influence",3.66666674613953,1.5,3.5,4,2,"2011-03-17 19:32:37","2011-03-17 19:42:04",1,"FDP","FDP",1,0
"1064",1064,40,"nuclear_energy","CDU",-1.33333337306976,3,4,24,"male",460,0.666666686534882,"strong influence",4,3.5,2.5,3.5,3,"2011-03-17 16:36:15","2011-03-17 16:43:55",1,"SPD","SPD",5,1
"1065",1065,592,"central_exam","CDU",0,4,1,60,"female",638,0.333333343267441,"almost no influence",4,4,5,5,5,"2011-03-21 17:05:03","2011-03-21 17:15:41",1,"Greens","Greens",3,0
"1066",1066,325,"religious_education","experts",0.833333313465118,3,4,50,"male",683,0.666666686534882,"strong influence",3,4,2,5,3,"2011-03-18 16:54:48","2011-03-18 17:06:11",1,"Greens","SPD",3,1
"1067",1067,76,"religious_education","CDU",0.666666686534882,3,4,30,"female",750,0.333333343267441,"some influence",3.66666674613953,3,4,4,4,"2011-03-17 18:51:46","2011-03-17 19:04:16",0,"SPD","Left Party",3,0
"1068",1068,351,"central_exam","experts",0.16666667163372,3,1,40,"male",480,0.333333343267441,"almost no influence",3,2.5,1,3,3.5,"2011-03-18 18:15:22","2011-03-18 18:23:22",0,"SPD","SPD",4,1
"1069",1069,772,"nuclear_energy","experts",0,3,4,41,"female",1660,-0.666666686534882,"some influence",3,2,5,4,5,"2011-03-22 16:16:05","2011-03-22 16:43:45",1,"Pirate Party","other",5,1
"1070",1070,805,"nuclear_energy","experts",1,4,5,47,"female",635,0,"almost no influence",2.66666674613953,4.5,3.5,5,5,"2011-03-22 19:00:31","2011-03-22 19:11:07",1,"Greens","FDP",3,1
"1071",1071,697,"nuclear_energy","CDU",0.666666686534882,3,4,42,"female",541,1,"don't know",2.66666674613953,3,3.5,4.5,3.5,"2011-03-22 06:46:08","2011-03-22 06:55:09",0,"CDU","CDU",5,1
"1072",1072,93,"nuclear_energy","experts",0.333333343267441,3,4,35,"male",348,0.666666686534882,"almost no influence",3.33333325386047,2,1,3.5,2.5,"2011-03-17 19:36:16","2011-03-17 19:42:04",0,"SPD","SPD",4,1
"1073",1073,768,"nuclear_energy","experts",0.666666686534882,3,4,52,"female",760,0,"almost no influence",3.66666674613953,3.5,2,3,3.5,"2011-03-22 16:00:12","2011-03-22 16:12:52",1,"CDU","CDU",3,1
"1074",1074,40,"central_exam","CDU",-1.33333337306976,3,4,24,"male",460,0.666666686534882,"strong influence",4,3.5,2.5,3.5,3,"2011-03-17 16:36:15","2011-03-17 16:43:55",1,"SPD","SPD",5,1
"1075",1075,242,"religious_education","referendum",-0.666666686534882,3,3,60,"female",515,1.66666662693024,"some influence",3,4,3,4.5,5,"2011-03-18 13:16:50","2011-03-18 13:25:25",0,"CDU","CDU",5,1
"1076",1076,750,"nuclear_energy","SPD",0.5,3,3,41,"female",604,0,"some influence",2.33333325386047,3.5,3,4,2,"2011-03-22 13:38:46","2011-03-22 13:48:50",0,"CDU","CDU",4,1
"1077",1077,620,"central_exam","referendum",0.666666686534882,3,3,46,"male",507,1,"some influence",2.66666674613953,2,3.5,2.5,2,"2011-03-21 18:14:04","2011-03-21 18:22:31",0,"Greens","SPD",3,1
"1078",1078,219,"central_exam","SPD",0.333333343267441,4,4,45,"male",737,1,"some influence",3.66666674613953,3.5,2.5,3.5,3,"2011-03-18 12:32:04","2011-03-18 12:44:22",0,"SPD","SPD",4,1
"1079",1079,789,"nuclear_energy","experts",1,4,5,51,"female",1049,0,"almost no influence",4.33333349227905,2,3,4.5,3,"2011-03-22 17:35:43","2011-03-22 17:53:12",1,"Greens","no favoured party",0,0
"1080",1080,376,"religious_education","party general",0.5,4,3,31,"male",423,-0.333333343267441,"almost no influence",3,3,3,3,3,"2011-03-18 20:36:56","2011-03-18 20:43:59",0,"CDU","CDU",2,1
"1081",1081,411,"religious_education","party general",0.5,4,3,54,"female",724,1,"some influence",3.33333325386047,4.5,2.5,4,2.5,"2011-03-19 08:41:39","2011-03-19 08:53:43",1,"Greens","SPD",3,1
"1082",1082,757,"religious_education","party general",0.666666686534882,4,1,48,"female",580,0.666666686534882,"some influence",3,3,3,3,3,"2011-03-22 14:05:18","2011-03-22 14:14:58",0,"CDU","CDU",4,1
"1083",1083,92,"religious_education","party general",0.333333343267441,4,1,23,"female",1113,0.666666686534882,"almost no influence",4.33333349227905,4,4,2.5,4.5,"2011-03-17 19:35:01","2011-03-17 19:53:34",NA,"CDU","CDU",1,1
"1084",1084,99,"central_exam","CDU",0.666666686534882,4,5,22,"female",877,1.33333337306976,"some influence",4,2.5,2.5,4,3,"2011-03-17 20:11:32","2011-03-17 20:26:10",0,"Greens","Greens",4,1
"1085",1085,633,"central_exam","SPD",-0.333333343267441,3,2,61,"male",743,0,"some influence",3.33333325386047,3,4.5,4.5,1,"2011-03-21 18:45:58","2011-03-21 18:58:21",0,"SPD","SPD",4,1
"1086",1086,218,"religious_education","CDU",0.5,4,3,64,"female",844,1.33333337306976,"some influence",3.33333325386047,4,2.5,4,4,"2011-03-18 12:29:06","2011-03-18 12:43:11",1,"Greens","Greens",4,1
"1087",1087,420,"central_exam","CDU",1,4,4,44,"male",480,1.33333337306976,"some influence",3.33333325386047,3,1.5,3.5,3,"2011-03-19 09:47:23","2011-03-19 09:55:23",0,"CDU","CDU",4,1
"1088",1088,465,"nuclear_energy","CDU",1,4,5,41,"female",430,0.666666686534882,"almost no influence",3,5,1,5,3.5,"2011-03-19 20:08:17","2011-03-19 20:15:27",1,"Free Voters","SPD",2,0
"1089",1089,270,"religious_education","SPD",-0.16666667163372,3,3,60,"male",480,0,"some influence",3,2,2,4,4,"2011-03-18 14:26:40","2011-03-18 14:34:40",1,"Pirate Party","other",3,0
"1090",1090,138,"religious_education","experts",0.333333343267441,3,3,37,"female",491,1.33333337306976,"some influence",4.33333349227905,4.5,3.5,3.5,3.5,"2011-03-18 08:02:52","2011-03-18 08:11:03",1,"FDP","FDP",3,1
"1091",1091,43,"nuclear_energy","SPD",0.5,3,1,40,"male",545,1.33333337306976,"almost no influence",2.33333325386047,3.5,2,1.5,3.5,"2011-03-17 16:54:23","2011-03-17 17:03:28",1,"Pirate Party","other",4,0
"1092",1092,826,"religious_education","CDU",0.666666686534882,4,3,49,"female",635,0.333333343267441,"almost no influence",3.33333325386047,4,4.5,5,4,"2011-03-23 05:35:30","2011-03-23 05:46:05",1,"Greens","no favoured party",0,0
"1093",1093,614,"religious_education","party general",1,4,4,46,"male",509,0.333333343267441,"some influence",3.66666674613953,3,2.5,4,4,"2011-03-21 17:52:44","2011-03-21 18:01:13",0,"Left Party","Left Party",4,1
"1094",1094,224,"central_exam","party general",0.666666686534882,4,1,34,"female",572,0.333333343267441,"strong influence",3.33333325386047,3,3,3.5,4,"2011-03-18 12:36:40","2011-03-18 12:46:12",0,"SPD","SPD",4,1
"1095",1095,44,"religious_education","experts",0.333333343267441,4,3,39,"male",455,0,"strong influence",3,2.5,2.5,3.5,2.5,"2011-03-17 16:55:02","2011-03-17 17:02:38",0,"CDU","CDU",3,1
"1096",1096,265,"nuclear_energy","CDU",0.16666667163372,3,4,48,"male",397,1,"some influence",2.66666674613953,4.5,2,3.5,3,"2011-03-18 14:02:15","2011-03-18 14:08:52",0,"I would not vote","other",3,0
"1097",1097,64,"central_exam","SPD",0.833333313465118,3,3,38,"female",490,0.666666686534882,"almost no influence",3.66666674613953,3,2.5,3,5,"2011-03-17 17:53:59","2011-03-17 18:02:09",1,"SPD","no favoured party",0,0
"1098",1098,318,"religious_education","party general",0.333333343267441,3,3,56,"female",506,0.333333343267441,"some influence",4,1.5,2.5,3.5,3.5,"2011-03-18 16:37:52","2011-03-18 16:46:18",1,"CDU","CDU",3,1
"1099",1099,420,"nuclear_energy","CDU",0.333333343267441,3,3,44,"male",480,1.33333337306976,"some influence",3.33333325386047,3,1.5,3.5,3,"2011-03-19 09:47:23","2011-03-19 09:55:23",0,"CDU","CDU",4,1
"1100",1100,888,"nuclear_energy","party general",-0.333333343267441,3,5,54,"male",1973,0.666666686534882,"almost no influence",3.33333325386047,3.5,2,3.5,3.5,"2011-03-23 15:13:46","2011-03-23 15:46:39",1,"Greens","Greens",4,1
"1101",1101,573,"central_exam","party general",1,4,5,67,"male",651,0.666666686534882,"some influence",3,3,2.5,3.5,2.5,"2011-03-21 16:01:04","2011-03-21 16:11:56",0,"Left Party","Left Party",4,1
"1102",1102,260,"nuclear_energy","SPD",0.333333343267441,3,3,60,"male",945,0.666666686534882,"some influence",3.66666674613953,4,2,3,3,"2011-03-18 13:50:48","2011-03-18 14:06:33",0,"SPD","SPD",3,1
"1103",1103,160,"central_exam","referendum",0.5,4,5,29,"female",318,1.33333337306976,"some influence",4,4,3,3.5,4,"2011-03-18 10:35:10","2011-03-18 10:40:28",0,"Left Party","Left Party",5,1
"1104",1104,850,"nuclear_energy","experts",0.666666686534882,4,5,44,"male",498,1.66666662693024,"strong influence",4,3,3.5,4,3.5,"2011-03-23 09:39:39","2011-03-23 09:47:58",0,"SPD","SPD",5,1
"1105",1105,199,"central_exam","referendum",0.16666667163372,3,3,54,"female",413,1.33333337306976,"some influence",4,2.5,3,4,4,"2011-03-18 11:46:22","2011-03-18 11:53:15",0,"SPD","SPD",4,1
"1106",1106,615,"nuclear_energy","referendum",0.833333313465118,4,5,61,"male",991,0,"some influence",2.66666674613953,2.5,2.5,4,3,"2011-03-21 18:03:07","2011-03-21 18:19:38",1,"CDU","CDU",3,0
"1107",1107,890,"religious_education","SPD",-1.33333337306976,4,4,53,"male",734,0,"some influence",3.33333325386047,3.5,1.5,3.5,3.5,"2011-03-23 15:23:49","2011-03-23 15:36:03",1,"SPD","SPD",4,1
"1108",1108,164,"nuclear_energy","party general",0,3,2,35,"female",303,-0.333333343267441,"almost no influence",4.33333349227905,4,2.5,3.5,4.5,"2011-03-18 10:47:46","2011-03-18 10:52:55",NA,"I would not vote","other",1,0
"1109",1109,280,"religious_education","SPD",0.333333343267441,3,1,61,"female",837,0.333333343267441,"almost no influence",2,3.5,4.5,2.5,1,"2011-03-18 14:55:13","2011-03-18 15:09:10",0,"SPD","SPD",5,1
"1110",1110,900,"nuclear_energy","experts",0.333333343267441,3,3,54,"male",1046,1,"some influence",3,2,4,3,3,"2011-03-23 16:41:47","2011-03-23 16:59:13",0,"CDU","CDU",5,1
"1111",1111,643,"nuclear_energy","CDU",-1.5,4,5,38,"female",434,1,"almost no influence",3.66666674613953,2.5,2,3.5,4,"2011-03-21 19:18:33","2011-03-21 19:25:47",1,"Ecological Party","other",1,0
"1112",1112,416,"religious_education","SPD",0.666666686534882,4,4,40,"female",415,0.333333343267441,"no response",3.33333325386047,3,4,2.5,3.5,"2011-03-19 09:17:03","2011-03-19 09:23:58",0,"SPD","SPD",4,1
"1113",1113,570,"nuclear_energy","CDU",0.333333343267441,3,4,37,"male",621,-0.333333343267441,"strong influence",1.33333337306976,2,3,2.5,4.5,"2011-03-21 15:49:15","2011-03-21 15:59:41",1,"SPD","no favoured party",0,0
"1114",1114,613,"central_exam","experts",0.333333343267441,4,5,35,"male",332,0.666666686534882,"almost no influence",3,3,3,3,3,"2011-03-21 17:49:57","2011-03-21 17:55:29",1,"Free Voters","other",1,0
"1115",1115,423,"central_exam","SPD",0.16666667163372,3,1,59,"male",1101,0,"strong influence",3.66666674613953,3,2.5,5,3,"2011-03-19 10:13:56","2011-03-19 10:32:17",0,"Greens","Greens",5,1
"1116",1116,381,"nuclear_energy","referendum",-0.666666686534882,4,5,43,"female",900,-0.666666686534882,"almost no influence",3,3,3,4,3.5,"2011-03-18 21:39:33","2011-03-18 21:54:33",1,"REP","DVU/REP/NPD",4,0
"1117",1117,270,"nuclear_energy","SPD",0.666666686534882,4,5,60,"male",480,0,"some influence",3,2,2,4,4,"2011-03-18 14:26:40","2011-03-18 14:34:40",1,"Pirate Party","other",3,0
"1118",1118,408,"religious_education","SPD",-1,4,3,26,"male",261,0.666666686534882,"strong influence",3,3,3,3,3,"2011-03-19 08:06:17","2011-03-19 08:10:38",0,"NPD","DVU/REP/NPD",5,1
"1119",1119,593,"central_exam","SPD",0.5,3,3,47,"female",338,0.333333343267441,"don't know",3,2.5,3,2.5,2.5,"2011-03-21 17:05:56","2011-03-21 17:11:34",1,"Pirate Party","SPD",3,0
"1120",1120,855,"nuclear_energy","referendum",-1,3,4,43,"female",424,0.666666686534882,"almost no influence",3,2.5,3.5,4,3,"2011-03-23 10:05:31","2011-03-23 10:12:40",0,"Greens","Greens",3,1
"1121",1121,576,"nuclear_energy","referendum",0.333333343267441,4,3,31,"female",1239,0.666666686534882,"almost no influence",3,4,2.5,2.5,4,"2011-03-21 16:26:09","2011-03-21 16:46:48",0,"SPD","SPD",4,1
"1122",1122,560,"religious_education","referendum",0.16666667163372,3,2,21,"female",401,1,"strong influence",3,3,3,3,4,"2011-03-21 14:20:11","2011-03-21 14:26:52",1,"Greens","no favoured party",0,0
"1123",1123,735,"nuclear_energy","referendum",-0.666666686534882,3,4,44,"male",538,1,"strong influence",3.66666674613953,3,4,3,3,"2011-03-22 12:32:17","2011-03-22 12:41:15",0,"FDP","FDP",4,1
"1124",1124,110,"central_exam","experts",0.666666686534882,3,3,28,"female",916,1.66666662693024,"strong influence",2.33333325386047,4.5,2.5,4,3.5,"2011-03-17 21:10:31","2011-03-17 21:25:52",0,"SPD","SPD",5,1
"1125",1125,173,"nuclear_energy","referendum",0.833333313465118,4,5,53,"male",1521,1,"strong influence",3.33333325386047,3,2,4,3.5,"2011-03-18 11:24:29","2011-03-18 11:49:50",0,"Greens","SPD",4,1
"1126",1126,642,"central_exam","party general",0.666666686534882,4,3,46,"male",852,1.33333337306976,"some influence",3.66666674613953,2,2,2.5,3,"2011-03-21 19:18:31","2011-03-21 19:32:43",0,"Greens","SPD",3,1
"1127",1127,483,"central_exam","party general",0.333333343267441,3,3,41,"male",385,1,"strong influence",2.66666674613953,3,2,3.5,4,"2011-03-20 10:41:02","2011-03-20 10:47:27",0,"Greens","Greens",4,1
"1128",1128,556,"religious_education","party general",0.666666686534882,4,2,49,"male",875,0,"some influence",3.33333325386047,2.5,2,3,3.5,"2011-03-21 14:05:07","2011-03-21 14:19:42",1,"Free Voters","other",3,0
